epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
92,207.329,0.51874,0.85542,0.53889,0.91019,0,0.91339,0.76163,0.85142,0.61082,0.95844,0.58798,0.72696,0.37985,0.98291,1.56402,0.80766,1.16114,0,0.000443733,0.000443733,0.000443733
93,209.538,0.50289,0.78595,0.51044,0.90227,0,0.84836,0.78473,0.84846,0.58537,0.89465,0.6703,0.74649,0.35624,1.01082,1.66415,0.76149,1.20029,0,0.000436401,0.000436401,0.000436401
94,211.697,0.50415,0.81875,0.51149,0.89387,0,0.87208,0.80006,0.84933,0.5829,0.87406,0.67497,0.7523,0.35534,1.03791,1.69637,0.76791,1.21172,0,0.000429068,0.000429068,0.000429068
95,213.955,0.52569,0.82834,0.52457,0.9045,0,0.87638,0.77091,0.85506,0.5868,0.88293,0.68475,0.74708,0.36592,1.03076,1.61506,0.7727,1.20697,0,0.000421736,0.000421736,0.000421736
96,216.151,0.50418,0.75849,0.51332,0.89789,0,0.89222,0.76457,0.85976,0.59923,0.85875,0.66212,0.73694,0.37086,1.02565,1.58094,0.8025,1.20396,0,0.000414403,0.000414403,0.000414403
97,218.409,0.49348,0.78704,0.49427,0.88527,0,0.92481,0.76111,0.8458,0.59466,0.90798,0.64915,0.76508,0.37066,1.06406,1.55793,0.87026,1.22457,0,0.00040707,0.00040707,0.00040707
98,220.626,0.5065,0.79263,0.50449,0.89834,0,0.92054,0.75883,0.83814,0.59607,0.86515,0.71959,0.78797,0.37858,1.05694,1.55047,0.90358,1.21641,0,0.000399738,0.000399738,0.000399738
99,222.815,0.50235,0.77842,0.51595,0.89554,0,0.88386,0.71918,0.81665,0.61296,0.8773,0.69892,0.77652,0.38002,0.96869,1.56287,0.90541,1.16861,0,0.000392405,0.000392405,0.000392405
100,225.072,0.51744,0.84474,0.51864,0.90807,0,0.89774,0.73836,0.81114,0.60708,0.84967,0.68824,0.75097,0.37208,0.98111,1.57361,0.90539,1.17395,0,0.000385073,0.000385073,0.000385073
101,227.317,0.49862,0.80564,0.50202,0.88972,0,0.90568,0.72865,0.80502,0.59396,0.94849,0.59981,0.69896,0.35443,1.00429,1.57708,0.90332,1.2082,0,0.00037774,0.00037774,0.00037774
102,230.001,0.49637,0.80872,0.51516,0.90646,0,0.91848,0.68265,0.79708,0.58854,0.94029,0.59566,0.6843,0.34768,0.99751,1.5858,0.91,1.2112,0,0.000370407,0.000370407,0.000370407
103,232.231,0.51105,0.78665,0.51316,0.91963,0,0.94248,0.66813,0.80799,0.58264,0.90193,0.61228,0.70397,0.3484,1.04593,1.57781,0.92044,1.21619,0,0.000363075,0.000363075,0.000363075
104,234.528,0.49103,0.77413,0.4925,0.89643,0,0.91644,0.67,0.8154,0.5828,0.93027,0.62127,0.72585,0.35431,1.04936,1.58832,0.93444,1.21078,0,0.000355742,0.000355742,0.000355742
105,236.755,0.46977,0.75576,0.4751,0.8912,0,0.89221,0.6862,0.811,0.60671,0.87896,0.65876,0.74101,0.36142,0.94761,1.60048,0.90361,1.15223,0,0.00034841,0.00034841,0.00034841
106,238.954,0.51513,0.81524,0.52543,0.89421,0,0.89857,0.69486,0.82765,0.62159,0.88641,0.65,0.73948,0.3731,0.93293,1.61651,0.86566,1.15537,0,0.000341077,0.000341077,0.000341077
107,241.191,0.48458,0.79035,0.49606,0.8877,0,0.85039,0.79081,0.87375,0.63648,0.95227,0.64828,0.77508,0.39929,1.0039,1.63205,0.80367,1.21284,0,0.000333744,0.000333744,0.000333744
108,243.358,0.47842,0.75212,0.49798,0.88936,0,0.83558,0.81789,0.87277,0.62452,0.91323,0.66295,0.77029,0.39809,1.02193,1.63507,0.79467,1.2343,0,0.000326412,0.000326412,0.000326412
109,245.604,0.47897,0.75444,0.48201,0.89755,0,0.82895,0.81753,0.86585,0.62467,0.74687,0.71796,0.76492,0.40817,0.99361,1.57522,0.81547,1.22123,0,0.000319079,0.000319079,0.000319079
110,247.834,0.4583,0.74377,0.45584,0.87928,0,0.83512,0.79999,0.86324,0.62325,0.74361,0.71782,0.76344,0.41175,0.99098,1.55516,0.80878,1.21561,0,0.000311747,0.000311747,0.000311747
111,250.099,0.47251,0.7764,0.47925,0.88945,0,0.86477,0.80825,0.85697,0.6044,0.77043,0.73142,0.76368,0.39627,1.0352,1.55607,0.81444,1.2421,0,0.000304414,0.000304414,0.000304414
112,252.359,0.50372,0.79372,0.49252,0.88582,0,0.85105,0.82316,0.85886,0.60991,0.77156,0.72885,0.76524,0.38655,1.03077,1.55848,0.81992,1.2325,0,0.000297081,0.000297081,0.000297081
113,254.6,0.48962,0.77347,0.48443,0.89994,0,0.86731,0.80591,0.86716,0.63279,0.87344,0.64985,0.75844,0.39602,0.94355,1.56398,0.77254,1.17376,0,0.000289749,0.000289749,0.000289749
114,256.756,0.46858,0.78726,0.46465,0.89014,0,0.89151,0.78998,0.86848,0.63411,0.89584,0.69503,0.77319,0.39499,0.9428,1.58091,0.77295,1.16689,0,0.000282416,0.000282416,0.000282416
115,258.99,0.45653,0.77573,0.46883,0.88008,0,0.88232,0.78042,0.85242,0.6199,0.91846,0.672,0.7565,0.37337,0.98303,1.62725,0.80015,1.17922,0,0.000275084,0.000275084,0.000275084
